No.;Time;signal strength;Source;Destination;Info;Length;;;;Signal 1;Signal 2
9667;441.381.333.320;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=489/59649, ttl=64 (reply in 9668);161;;192.168.1.109;;;-50 dBm
9668;441.515.923.801;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=489/59649, ttl=64 (request in 9667);172;;192.168.1.109;;;-78 dBm
9669;441.517.763.802;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=489/59649, ttl=64;161;;192.168.1.109;;;-50 dBm
9670;441.577.234.700;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=524/3074, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
9671;441.884.999.357;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=524/3074, ttl=64 (reply in 9672);161;;192.168.1.105;;-51 dBm;
9672;441.893.141.446;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=524/3074, ttl=64 (request in 9671);172;;192.168.1.105;;-78 dBm;
9673;441.895.448.146;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=524/3074, ttl=64;161;;192.168.1.105;;-51 dBm;
9681;442.345.474.490;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=490/59905, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9682;442.406.648.854;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=490/59905, ttl=64 (reply in 9683);161;;192.168.1.109;;;-50 dBm
9683;442.413.209.734;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=490/59905, ttl=64 (request in 9682);172;;192.168.1.109;;;-78 dBm
9684;442.415.277.046;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=490/59905, ttl=64;161;;192.168.1.109;;;-51 dBm
9685;442.576.967.054;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9686;442.579.846.954;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9687;442.579.878.354;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9688;442.579.898.985;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9689;442.579.917.564;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9690;442.579.933.485;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=525/3330, ttl=64 (reply in 9691);161;;192.168.1.105;;-50 dBm;
9691;442.586.129.546;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=525/3330, ttl=64 (request in 9690);172;;192.168.1.105;;-79 dBm;
9692;442.586.341.899;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=525/3330, ttl=64;172;;192.168.1.105;;-78 dBm;
9693;442.588.222.179;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=525/3330, ttl=64;161;;192.168.1.105;;-50 dBm;
9702;443.428.910.139;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=491/60161, ttl=64 (reply in 9703);161;;192.168.1.109;;;-51 dBm
9703;443.563.774.979;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=491/60161, ttl=64 (request in 9702);172;;192.168.1.109;;;-78 dBm
9704;443.578.114.275;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=526/3586, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9705;443.579.594.756;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=526/3586, ttl=64 (reply in 9706);161;;192.168.1.105;;-51 dBm;
9706;443.580.166.321;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=526/3586, ttl=64 (request in 9705);172;;192.168.1.105;;-78 dBm;
9707;443.582.537.806;-49 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=526/3586, ttl=64;161;;192.168.1.105;;-49 dBm;
9708;443.582.545.363;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=526/3586, ttl=64;161;;192.168.1.105;;-50 dBm;
9709;443.632.088.212;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=491/60161, ttl=64;161;;192.168.1.109;;;-51 dBm
9710;443.633.780.122;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=491/60161, ttl=64;161;;192.168.1.109;;;-51 dBm
9713;444.346.640.025;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=492/60417, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
9719;444.450.242.708;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=492/60417, ttl=64 (reply in 9720);161;;192.168.1.109;;;-51 dBm
9720;444.457.503.339;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=492/60417, ttl=64 (request in 9719);172;;192.168.1.109;;;-79 dBm
9721;444.580.085.989;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9722;444.580.116.581;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9723;444.581.886.328;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9724;444.581.917.733;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9725;444.581.933.899;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9726;444.583.208.223;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9727;444.583.241.284;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=527/3842, ttl=64 (reply in 9728);161;;192.168.1.105;;-50 dBm;
9728;444.588.713.945;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=527/3842, ttl=64 (request in 9727);172;;192.168.1.105;;-78 dBm;
9729;444.590.822.264;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=527/3842, ttl=64;161;;192.168.1.105;;-51 dBm;
9738;445.348.700.211;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=493/60673, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9739;445.375.685.435;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=493/60673, ttl=64 (reply in 9740);161;;192.168.1.109;;;-51 dBm
9740;445.510.710.245;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=493/60673, ttl=64 (request in 9739);172;;192.168.1.109;;;-79 dBm
9741;445.512.934.135;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=493/60673, ttl=64;161;;192.168.1.109;;;-51 dBm
9742;445.581.293.247;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9743;445.583.925.450;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9744;445.583.966.130;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9752;446.348.155.417;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9753;446.403.950.795;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-52 dBm;
9754;446.403.983.335;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9755;446.404.702.528;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9756;446.405.290.460;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=528/4098, ttl=64 (reply in 9762);161;;192.168.1.105;;-51 dBm;
9757;446.406.614.703;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (no response found!);161;;192.168.1.109;;;-52 dBm
9758;446.406.649.474;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9759;446.406.666.307;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9760;446.408.863.925;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9761;446.408.934.186;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=494/60929, ttl=64 (reply in 9764);161;;192.168.1.109;;;-51 dBm
9762;446.411.040.628;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=528/4098, ttl=64 (request in 9756);172;;192.168.1.105;;-78 dBm;
9763;446.412.982.418;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=528/4098, ttl=64;161;;192.168.1.105;;-50 dBm;
9764;446.413.049.010;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=494/60929, ttl=64 (request in 9761);172;;192.168.1.109;;;-78 dBm
9765;446.415.100.032;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=494/60929, ttl=64;161;;192.168.1.109;;;-51 dBm
9766;446.580.406.150;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=529/4354, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9767;446.581.460.326;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=529/4354, ttl=64 (reply in 9768);161;;192.168.1.105;;-50 dBm;
9768;446.587.165.010;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=529/4354, ttl=64 (request in 9767);172;;192.168.1.105;;-78 dBm;
9769;446.587.709.707;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=529/4354, ttl=64;161;;192.168.1.105;;-50 dBm;
9783;447.422.675.503;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=495/61185, ttl=64 (reply in 9784);161;;192.168.1.109;;;-51 dBm
9784;447.559.579.545;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=495/61185, ttl=64 (request in 9783);172;;192.168.1.109;;;-79 dBm
9785;447.581.594.167;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=530/4610, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9786;447.583.593.189;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=530/4610, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9787;447.583.623.976;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=530/4610, ttl=64 (reply in 9788);161;;192.168.1.105;;-51 dBm;
9788;447.583.930.697;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=530/4610, ttl=64 (request in 9787);172;;192.168.1.105;;-79 dBm;
9789;447.586.512.013;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=530/4610, ttl=64;161;;192.168.1.105;;-50 dBm;
9790;447.728.868.768;-49 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=495/61185, ttl=64;161;;192.168.1.109;;;-49 dBm
9791;447.730.528.833;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=495/61185, ttl=64;161;;192.168.1.109;;;-51 dBm
9792;447.734.362.690;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=495/61185, ttl=64;161;;192.168.1.109;;;-50 dBm
9800;448.448.716.292;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=496/61441, ttl=64 (reply in 9801);161;;192.168.1.109;;;-51 dBm
9801;448.455.115.824;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=496/61441, ttl=64 (request in 9800);172;;192.168.1.109;;;-79 dBm
9802;448.457.226.509;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=496/61441, ttl=64;161;;192.168.1.109;;;-50 dBm
9803;448.583.584.215;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=531/4866, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9804;448.585.146.815;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=531/4866, ttl=64 (reply in 9805);161;;192.168.1.105;;-50 dBm;
9805;448.590.609.389;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=531/4866, ttl=64 (request in 9804);172;;192.168.1.105;;-79 dBm;
9806;448.592.570.322;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=531/4866, ttl=64;161;;192.168.1.105;;-51 dBm;
9817;449.352.689.742;-70 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=497/61697, ttl=64 (no response found!);172;;192.168.1.109;;;-70 dBm
9818;449.368.292.694;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=497/61697, ttl=64 (reply in 9819);161;;192.168.1.109;;;-50 dBm
9819;449.503.138.292;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=497/61697, ttl=64 (request in 9818);172;;192.168.1.109;;;-78 dBm
9820;449.572.816.705;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=497/61697, ttl=64;161;;192.168.1.109;;;-51 dBm
9821;449.572.823.384;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=497/61697, ttl=64;161;;192.168.1.109;;;-50 dBm
9822;449.585.579.846;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9823;449.676.188.657;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (no response found!);161;;192.168.1.105;;-51 dBm;
9824;449.676.210.088;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9825;449.676.226.142;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9826;449.676.241.616;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (no response found!);161;;192.168.1.105;;-50 dBm;
9827;449.676.257.326;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=532/5122, ttl=64 (reply in 9828);161;;192.168.1.105;;-50 dBm;
9828;449.682.859.726;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=532/5122, ttl=64 (request in 9827);172;;192.168.1.105;;-78 dBm;
9829;449.684.967.774;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=532/5122, ttl=64;161;;192.168.1.105;;-51 dBm;
9837;450.351.335.886;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=498/61953, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9838;450.355.685.931;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=498/61953, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9839;450.355.705.341;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=498/61953, ttl=64 (reply in 9840);161;;192.168.1.109;;;-51 dBm
9840;450.356.303.466;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=498/61953, ttl=64 (request in 9839);172;;192.168.1.109;;;-79 dBm
9841;450.358.436.225;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=498/61953, ttl=64;161;;192.168.1.109;;;-50 dBm
9842;450.586.533.136;-57 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=533/5378, ttl=64 (no response found!);161;;192.168.1.105;;-57 dBm;
9843;450.699.391.923;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=533/5378, ttl=64 (reply in 9844);161;;192.168.1.105;;-50 dBm;
9844;450.705.865.797;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64 (request in 9843);172;;192.168.1.105;;-78 dBm;
9845;450.706.406.111;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64;172;;192.168.1.105;;-78 dBm;
9849;451.352.684.379;-71 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=499/62209, ttl=64 (no response found!);172;;192.168.1.109;;;-71 dBm
9850;451.417.989.817;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=499/62209, ttl=64 (reply in 9851);161;;192.168.1.109;;;-50 dBm
9851;451.554.113.622;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=499/62209, ttl=64 (request in 9850);172;;192.168.1.109;;;-78 dBm
9852;451.556.115.899;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=499/62209, ttl=64;161;;192.168.1.109;;;-51 dBm
9856;452.145.426.527;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64;161;;192.168.1.105;;-50 dBm;
9857;452.145.450.960;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64;161;;192.168.1.105;;-50 dBm;
9858;452.145.467.010;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64;161;;192.168.1.105;;-50 dBm;
9859;452.146.742.900;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=533/5378, ttl=64;161;;192.168.1.105;;-50 dBm;
9861;452.146.810.706;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=534/5634, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
9863;452.148.288.768;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=534/5634, ttl=64 (reply in 9866);161;;192.168.1.105;;-50 dBm;
9866;452.152.817.594;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=534/5634, ttl=64 (request in 9863);172;;192.168.1.105;;-78 dBm;
9867;452.153.330.642;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=534/5634, ttl=64;172;;192.168.1.105;;-78 dBm;
9868;452.156.827.677;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=534/5634, ttl=64;161;;192.168.1.105;;-50 dBm;
9873;452.542.201.396;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=500/62465, ttl=64 (reply in 9874);161;;192.168.1.109;;;-51 dBm
9874;452.556.911.728;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=500/62465, ttl=64 (request in 9873);172;;192.168.1.109;;;-78 dBm
9875;452.558.953.726;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=500/62465, ttl=64;161;;192.168.1.109;;;-51 dBm
9876;452.648.945.826;-58 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=535/5890, ttl=64 (no response found!);161;;192.168.1.105;;-58 dBm;
9877;452.650.379.732;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=535/5890, ttl=64 (reply in 9878);161;;192.168.1.105;;-50 dBm;
9878;452.656.835.421;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=535/5890, ttl=64 (request in 9877);172;;192.168.1.105;;-79 dBm;
9879;452.658.834.701;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=535/5890, ttl=64;161;;192.168.1.105;;-50 dBm;
9887;453.463.706.389;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=501/62721, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9888;453.465.458.460;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=501/62721, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9889;453.465.480.181;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=501/62721, ttl=64 (no response found!);161;;192.168.1.109;;;-51 dBm
9890;453.465.496.180;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=501/62721, ttl=64 (no response found!);161;;192.168.1.109;;;-50 dBm
9891;453.465.511.871;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=501/62721, ttl=64 (reply in 9892);161;;192.168.1.109;;;-50 dBm
9892;453.603.822.685;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=501/62721, ttl=64 (request in 9891);172;;192.168.1.109;;;-78 dBm
9893;453.652.052.978;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=536/6146, ttl=64 (no response found!);161;;192.168.1.105;;-56 dBm;
9894;453.653.721.172;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x0b52, seq=536/6146, ttl=64 (reply in 9895);161;;192.168.1.105;;-51 dBm;
9895;453.654.158.014;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=536/6146, ttl=64 (request in 9894);172;;192.168.1.105;;-79 dBm;
9896;453.655.766.363;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x0b52, seq=536/6146, ttl=64;161;;192.168.1.105;;-51 dBm;
9897;453.771.341.829;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=501/62721, ttl=64;161;;192.168.1.109;;;-51 dBm
9909;454.385.882.438;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x0a96, seq=502/62977, ttl=64 (reply in 9910);161;;192.168.1.109;;;-50 dBm
9910;454.392.051.590;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x0a96, seq=502/62977, ttl=64 (request in 9909);172;;192.168.1.109;;;-79 dBm
