No.;Time;Signal Strength;Source;Destination;Protocol;Length;Info;;;;
12829;588.132.370.553;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=631/30466, ttl=64 (request in 12828);;192.168.1.109;;-72 dBm
12830;588.134.565.789;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=631/30466, ttl=64;;192.168.1.109;;-49 dBm
12831;588.423.060.496;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=665/39170, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12832;588.425.634.228;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=665/39170, ttl=64 (reply in 12833);192.168.1.105;;-50 dBm;
12833;588.428.491.842;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=665/39170, ttl=64 (request in 12832);192.168.1.105;;-73 dBm;
12834;588.430.474.435;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=665/39170, ttl=64;192.168.1.105;;-50 dBm;
12845;589.328.661.626;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=632/30722, ttl=64 (reply in 12846);;192.168.1.109;;-51 dBm
12846;589.331.203.135;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64 (request in 12845);;192.168.1.109;;-73 dBm
12847;589.349.938.919;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64;;192.168.1.109;;-50 dBm
12848;589.349.972.586;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64;;192.168.1.109;;-50 dBm
12849;589.349.989.002;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64;;192.168.1.109;;-51 dBm
12850;589.350.004.498;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64;;192.168.1.109;;-50 dBm
12851;589.350.019.434;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=632/30722, ttl=64;;192.168.1.109;;-50 dBm
12852;589.423.668.271;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=666/39426, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12853;589.425.945.714;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=666/39426, ttl=64 (reply in 12854);192.168.1.105;;-50 dBm;
12854;589.430.005.290;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=666/39426, ttl=64 (request in 12853);192.168.1.105;;-72 dBm;
12855;589.431.925.165;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=666/39426, ttl=64;192.168.1.105;;-50 dBm;
12868;590.103.800.978;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=633/30978, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12869;590.280.473.197;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=633/30978, ttl=64 (reply in 12870);;192.168.1.109;;-50 dBm
12870;590.283.119.795;-73 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=633/30978, ttl=64 (request in 12869);;192.168.1.109;;-73 dBm
12871;590.426.739.460;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12872;590.428.841.570;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12873;590.428.872.537;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12874;590.428.888.420;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12875;590.428.903.554;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (no response found!);192.168.1.105;;-51 dBm;
12876;590.429.832.544;-51 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=667/39682, ttl=64 (reply in 12877);192.168.1.105;;-51 dBm;
12877;590.432.748.739;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=667/39682, ttl=64 (request in 12876);192.168.1.105;;-72 dBm;
12878;590.434.864.636;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=667/39682, ttl=64;192.168.1.105;;-50 dBm;
12891;591.105.754.473;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=634/31234, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12892;591.200.866.157;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=634/31234, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
12893;591.200.896.567;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=634/31234, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12894;591.200.912.281;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=634/31234, ttl=64 (no response found!);;192.168.1.109;;-51 dBm
12895;591.200.927.432;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=634/31234, ttl=64 (reply in 12896);;192.168.1.109;;-50 dBm
12896;591.204.596.224;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=634/31234, ttl=64 (request in 12895);;192.168.1.109;;-72 dBm
12897;591.206.704.014;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=634/31234, ttl=64;;192.168.1.109;;-51 dBm
12898;591.427.155.691;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=668/39938, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
12899;591.428.615.363;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=668/39938, ttl=64 (reply in 12900);192.168.1.105;;-50 dBm;
12900;591.429.799.242;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=668/39938, ttl=64 (request in 12899);192.168.1.105;;-72 dBm;
12901;591.431.808.767;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=668/39938, ttl=64;192.168.1.105;;-51 dBm;
12910;592.106.961.691;-70 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=635/31490, ttl=64 (no response found!);;192.168.1.109;;-70 dBm
12911;592.428.822.933;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=669/40194, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12912;592.429.218.014;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=635/31490, ttl=64 (reply in 12914);;192.168.1.109;;0
12913;592.429.251.206;-51 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=669/40194, ttl=64 (reply in 12915);192.168.1.105;;-51 dBm;
12914;592.432.607.908;-72 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64 (request in 12912);;192.168.1.109;;-72 dBm
12915;592.432.664.074;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=669/40194, ttl=64 (request in 12913);192.168.1.105;;-72 dBm;
12916;592.434.867.272;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=669/40194, ttl=64;192.168.1.105;;-50 dBm;
12917;592.521.766.777;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-51 dBm
12918;592.521.789.860;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-50 dBm
12919;592.521.806.184;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-51 dBm
12920;592.521.821.729;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-51 dBm
12921;592.521.836.862;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-50 dBm
12922;592.523.107.527;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=635/31490, ttl=64;;192.168.1.109;;-51 dBm
12936;593.108.086.482;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=636/31746, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12937;593.349.956.147;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=636/31746, ttl=64 (reply in 12938);;192.168.1.109;;-50 dBm
12938;593.354.750.793;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=636/31746, ttl=64 (request in 12937);;192.168.1.109;;-49 dBm
12939;593.430.801.019;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=670/40450, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12940;593.432.473.272;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=670/40450, ttl=64 (reply in 12941);192.168.1.105;;-50 dBm;
12941;593.435.141.334;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=670/40450, ttl=64 (request in 12940);192.168.1.105;;-74 dBm;
12942;593.438.557.195;-51 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=670/40450, ttl=64;192.168.1.105;;-51 dBm;
12960;594.109.541.102;-71 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=637/32002, ttl=64 (no response found!);;192.168.1.109;;-71 dBm
12961;594.274.334.402;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=637/32002, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12962;594.274.365.559;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=637/32002, ttl=64 (reply in 12963);;192.168.1.109;;-50 dBm
12963;594.277.086.851;-75 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64 (request in 12962);;192.168.1.109;;-75 dBm
12964;594.366.104.633;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64;;192.168.1.109;;-50 dBm
12965;594.366.122.733;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64;;192.168.1.109;;-50 dBm
12966;594.366.137.958;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64;;192.168.1.109;;-50 dBm
12967;594.366.154.920;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64;;192.168.1.109;;-50 dBm
12968;594.367.401.592;-49 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=637/32002, ttl=64;;192.168.1.109;;-49 dBm
12969;594.433.482.470;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=671/40706, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
12970;594.433.525.909;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=671/40706, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
12971;594.433.552.390;-56 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=671/40706, ttl=64 (no response found!);192.168.1.105;;-56 dBm;
12972;594.433.578.192;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=671/40706, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
12973;594.434.710.170;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=671/40706, ttl=64 (reply in 12974);192.168.1.105;;-49 dBm;
12974;594.437.128.853;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=671/40706, ttl=64 (request in 12973);192.168.1.105;;-74 dBm;
12975;594.439.364.728;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=671/40706, ttl=64;192.168.1.105;;-50 dBm;
12976;594.439.396.098;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=671/40706, ttl=64;192.168.1.105;;-50 dBm;
12989;595.148.435.794;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=638/32258, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
12990;595.148.467.544;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=638/32258, ttl=64 (reply in 12991);;192.168.1.109;;-50 dBm
12991;595.151.137.435;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=638/32258, ttl=64 (request in 12990);;192.168.1.109;;-74 dBm
12992;595.153.075.112;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=638/32258, ttl=64;;192.168.1.109;;-50 dBm
12993;595.434.321.291;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=672/40962, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
12994;595.435.797.858;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=672/40962, ttl=64 (reply in 12995);192.168.1.105;;-50 dBm;
12995;595.442.407.316;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=672/40962, ttl=64 (request in 12994);192.168.1.105;;-74 dBm;
12996;595.444.378.183;-49 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=672/40962, ttl=64;192.168.1.105;;-49 dBm;
12997;595.444.408.635;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=672/40962, ttl=64;192.168.1.105;;-50 dBm;
13008;596.110.600.340;-70 dBm;192.168.1.109;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0a97, seq=639/32514, ttl=64 (no response found!);;192.168.1.109;;-70 dBm
13009;596.419.084.127;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=639/32514, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
13010;596.419.114.809;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=639/32514, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
13011;596.419.130.079;-50 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=639/32514, ttl=64 (no response found!);;192.168.1.109;;-50 dBm
13012;596.419.674.339;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=639/32514, ttl=64 (reply in 13013);;192.168.1.109;;-51 dBm
13013;596.422.380.377;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64 (request in 13012);;192.168.1.109;;-74 dBm
13014;596.436.355.964;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=673/41218, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
13015;596.437.826.424;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=673/41218, ttl=64 (reply in 13016);192.168.1.105;;-50 dBm;
13016;596.439.928.102;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=673/41218, ttl=64 (request in 13015);192.168.1.105;;-74 dBm;
13017;596.442.052.739;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=673/41218, ttl=64;192.168.1.105;;-50 dBm;
13018;596.516.512.311;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64;;192.168.1.109;;-50 dBm
13019;596.516.555.111;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64;;192.168.1.109;;-50 dBm
13020;596.516.570.769;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64;;192.168.1.109;;-51 dBm
13021;596.516.585.552;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64;;192.168.1.109;;-50 dBm
13022;596.517.211.144;-51 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=639/32514, ttl=64;;192.168.1.109;;-51 dBm
13032;597.438.035.305;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=674/41474, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
13035;597.650.937.323;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=640/32770, ttl=64 (reply in 13037);;192.168.1.109;;0
13036;597.650.970.429;-51 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=674/41474, ttl=64 (reply in 13038);192.168.1.105;;-51 dBm;
13037;597.654.279.436;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=640/32770, ttl=64 (request in 13035);;192.168.1.109;;-74 dBm
13038;597.654.422.458;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=674/41474, ttl=64 (request in 13036);192.168.1.105;;-74 dBm;
13039;597.655.559.657;-73 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=674/41474, ttl=64;192.168.1.105;;-73 dBm;
13040;597.656.096.846;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=640/32770, ttl=64;;192.168.1.109;;-50 dBm
13041;597.656.141.755;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=674/41474, ttl=64;192.168.1.105;;-50 dBm;
13051;598.267.261.673;-51 dBm;192.168.1.109;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0a97, seq=641/33026, ttl=64 (reply in 13052);;192.168.1.109;;-51 dBm
13052;598.270.202.834;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=641/33026, ttl=64 (request in 13051);;192.168.1.109;;-74 dBm
13053;598.278.522.860;-54 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=641/33026, ttl=64;;192.168.1.109;;-54 dBm
13054;598.280.346.610;-50 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=641/33026, ttl=64;;192.168.1.109;;-50 dBm
13055;598.282.689.993;-47 dBm;192.168.1.100;192.168.1.109;ICMP;158;Echo (ping) reply    id=0x0a97, seq=641/33026, ttl=64;;192.168.1.109;;-47 dBm
13056;598.446.768.892;-57 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=675/41730, ttl=64 (no response found!);192.168.1.105;;-57 dBm;
13057;598.446.812.428;-49 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=675/41730, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
13058;598.447.697.460;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=675/41730, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
13059;598.453.525.101;-50 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=675/41730, ttl=64 (reply in 13060);192.168.1.105;;-50 dBm;
13060;598.483.078.296;-72 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=675/41730, ttl=64 (request in 13059);192.168.1.105;;-72 dBm;
13061;598.484.609.850;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=675/41730, ttl=64;192.168.1.105;;-50 dBm;
13062;598.486.232.908;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=675/41730, ttl=64;192.168.1.105;;-50 dBm;
13072;599.441.701.832;-58 dBm;192.168.1.105;192.168.1.100;ICMP;161;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (no response found!);192.168.1.105;;-58 dBm;
13073;599.495.987.403;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=642/33282, ttl=64 (no response found!);;192.168.1.109;;0
13074;599.496.019.760;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
13075;599.496.037.536;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=642/33282, ttl=64 (no response found!);;192.168.1.109;;0
13076;599.496.058.058;-49 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (no response found!);192.168.1.105;;-49 dBm;
13077;599.496.671.120;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=642/33282, ttl=64 (no response found!);;192.168.1.109;;0
13078;599.496.703.176;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
13079;599.497.311.786;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=642/33282, ttl=64 (no response found!);;192.168.1.109;;0
13080;599.497.343.690;-50 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (no response found!);192.168.1.105;;-50 dBm;
13081;599.497.863.286;;192.168.1.109;192.168.1.100;ICMP;162;Echo (ping) request  id=0x0a97, seq=642/33282, ttl=64 (reply in 13083);;192.168.1.109;;0
13082;599.497.896.331;-51 dBm;192.168.1.105;192.168.1.100;ICMP;172;Echo (ping) request  id=0x0b53, seq=676/41986, ttl=64 (reply in 13084);192.168.1.105;;-51 dBm;
13083;599.501.971.010;-74 dBm;192.168.1.100;192.168.1.109;ICMP;172;Echo (ping) reply    id=0x0a97, seq=642/33282, ttl=64 (request in 13081);;192.168.1.109;;-74 dBm
13084;599.502.202.506;-74 dBm;192.168.1.100;192.168.1.105;ICMP;172;Echo (ping) reply    id=0x0b53, seq=676/41986, ttl=64 (request in 13082);192.168.1.105;;-74 dBm;
13085;599.504.156.585;-50 dBm;192.168.1.100;192.168.1.105;ICMP;161;Echo (ping) reply    id=0x0b53, seq=676/41986, ttl=64;192.168.1.105;;-50 dBm;
13087;599.588.869.449;-50 dBm;192.168.1.100;192.168.1.109;ICMP;161;Echo (ping) reply    id=0x0a97, seq=642/33282, ttl=64;;192.168.1.109;;-50 dBm
