No.;Time;signal strength;Source;Destination;Info;Length;;;S1D1;S2D1
6844;356.270.160.230;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=633/30978, ttl=64 (no response found!);161;192.168.1.105;;-56 dBm;-78 dBm
6845;356.333.318.974;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=633/30978, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-76 dBm
6846;356.333.344.341;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=633/30978, ttl=64 (reply in 6847);161;192.168.1.105;;-51 dBm;-76 dBm
6847;356.339.003.041;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=633/30978, ttl=64 (request in 6846);172;192.168.1.105;;-56 dBm;-77 dBm
6848;356.340.634.240;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=633/30978, ttl=64;161;192.168.1.105;;-55 dBm;-76 dBm
6856;356.887.951.323;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=512/2, ttl=64 (no response found!);161;;192.168.1.109;-56 dBm;-74 dBm
6857;356.887.975.951;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=512/2, ttl=64 (reply in 6858);161;;192.168.1.109;-58 dBm;-50 dBm
6858;356.889.277.599;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=512/2, ttl=64 (request in 6857);172;;192.168.1.109;-51 dBm;-50 dBm
6859;356.891.337.989;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=512/2, ttl=64;161;;192.168.1.109;-77 dBm;-50 dBm
6866;357.269.710.011;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=634/31234, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-50 dBm
6867;357.271.187.292;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=634/31234, ttl=64 (reply in 6868);161;192.168.1.105;;-54 dBm;-49 dBm
6868;357.276.863.043;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=634/31234, ttl=64 (request in 6867);172;192.168.1.105;;-52 dBm;-72 dBm
6869;357.279.147.259;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=634/31234, ttl=64;161;192.168.1.105;;-77 dBm;-49 dBm
6874;357.912.871.068;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=513/258, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-49 dBm
6875;357.912.894.922;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=513/258, ttl=64 (no response found!);161;;192.168.1.109;-57 dBm;-51 dBm
6876;357.912.911.558;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=513/258, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-53 dBm
6877;357.912.926.580;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=513/258, ttl=64 (no response found!);161;;192.168.1.109;-77 dBm;-51 dBm
6878;357.913.879.298;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=513/258, ttl=64 (reply in 6879);161;;192.168.1.109;-51 dBm;-48 dBm
6879;357.917.331.860;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=513/258, ttl=64 (request in 6878);161;;192.168.1.109;-57 dBm;-50 dBm
6884;358.271.333.295;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-56 dBm;-49 dBm
6885;358.383.472.087;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-49 dBm
6886;358.383.504.217;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-52 dBm
6887;358.383.519.955;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-72 dBm
6888;358.383.535.122;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-74 dBm
6889;358.383.550.799;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-49 dBm
6890;358.383.567.054;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=635/31490, ttl=64 (reply in 6891);161;192.168.1.105;;-78 dBm;-78 dBm
6891;358.391.481.716;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=635/31490, ttl=64 (request in 6890);172;192.168.1.105;;-52 dBm;-78 dBm
6892;358.393.312.673;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=635/31490, ttl=64;161;192.168.1.105;;-55 dBm;-51 dBm
6900;358.996.464.675;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=514/514, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-50 dBm
6901;358.996.497.191;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=514/514, ttl=64 (reply in 6902);161;;192.168.1.109;-78 dBm;-70 dBm
6902;359.002.758.527;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=514/514, ttl=64 (request in 6901);172;;192.168.1.109;-52 dBm;-49 dBm
6903;359.004.775.010;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=514/514, ttl=64;161;;192.168.1.109;-55 dBm;-48 dBm
6904;359.274.626.998;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=636/31746, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-50 dBm
6905;359.277.398.676;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=636/31746, ttl=64 (reply in 6906);161;192.168.1.105;;-77 dBm;-79 dBm
6906;359.280.729.055;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=636/31746, ttl=64 (request in 6905);161;192.168.1.105;;-51 dBm;-50 dBm
6908;359.894.303.489;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=515/770, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-52 dBm
6909;359.894.335.011;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=515/770, ttl=64 (reply in 6910);161;;192.168.1.109;-54 dBm;-74 dBm
6910;359.896.833.778;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=515/770, ttl=64 (request in 6909);161;;192.168.1.109;-51 dBm;-52 dBm
6911;359.897.484.444;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=515/770, ttl=64;161;;192.168.1.109;-77 dBm;-50 dBm
6912;359.900.830.519;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=515/770, ttl=64;161;;192.168.1.109;-52 dBm;-48 dBm
6921;360.275.133.429;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-49 dBm
6922;360.327.448.681;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (no response found!);161;192.168.1.105;;-56 dBm;-51 dBm
6923;360.327.481.037;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-74 dBm
6924;360.327.497.246;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-49 dBm
6925;360.328.089.148;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-50 dBm
6926;360.328.123.790;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=637/32002, ttl=64 (reply in 6927);161;192.168.1.105;;-77 dBm;-49 dBm
6927;360.339.915.330;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=637/32002, ttl=64 (request in 6926);161;192.168.1.105;;-52 dBm;-51 dBm
6928;360.339.951.149;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=637/32002, ttl=64;161;192.168.1.105;;-77 dBm;-50 dBm
6929;360.941.276.456;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=516/1026, ttl=64 (reply in 6930);161;;192.168.1.109;-52 dBm;-74 dBm
6930;360.950.216.684;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=516/1026, ttl=64 (request in 6929);161;;192.168.1.109;-56 dBm;-49 dBm
6945;361.276.022.035;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=638/32258, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-50 dBm
6946;361.351.128.320;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=638/32258, ttl=64 (reply in 6947);161;192.168.1.105;;-51 dBm;-52 dBm
6947;361.362.099.006;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=638/32258, ttl=64 (request in 6946);161;192.168.1.105;;-77 dBm;-51 dBm
6955;361.965.124.735;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=517/1282, ttl=64 (reply in 6956);161;;192.168.1.109;-51 dBm;-53 dBm
6956;361.972.496.858;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=517/1282, ttl=64 (request in 6955);161;;192.168.1.109;-56 dBm;-72 dBm
6957;362.277.129.122;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=639/32514, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-49 dBm
6958;362.375.265.962;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=639/32514, ttl=64 (reply in 6959);161;192.168.1.105;;-77 dBm;-52 dBm
6959;362.385.639.271;-50 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=639/32514, ttl=64 (request in 6958);161;192.168.1.105;;-51 dBm;-49 dBm
6975;362.982.478.636;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=518/1538, ttl=64 (no response found!);161;;192.168.1.109;-55 dBm;-50 dBm
6976;362.982.495.325;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=518/1538, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-51 dBm
6977;362.982.511.156;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=518/1538, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-75 dBm
6980;362.988.095.767;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=518/1538, ttl=64 (reply in 6981);161;;192.168.1.109;-52 dBm;-49 dBm
6981;363.000.021.926;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=518/1538, ttl=64 (request in 6980);161;;192.168.1.109;-51 dBm;-50 dBm
6982;363.278.716.615;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=640/32770, ttl=64 (no response found!);161;192.168.1.105;;-51 dBm;-49 dBm
6983;363.399.423.378;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=640/32770, ttl=64 (reply in 6984);161;192.168.1.105;;-52 dBm;-50 dBm
6984;363.410.494.327;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=640/32770, ttl=64 (request in 6983);161;192.168.1.105;;-77 dBm;-52 dBm
6985;363.898.078.597;-72 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=519/1794, ttl=64 (no response found!);172;;192.168.1.109;-52 dBm;-73 dBm
6987;364.013.423.111;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=519/1794, ttl=64 (reply in 6988);161;;192.168.1.109;-55 dBm;-49 dBm
6988;364.022.090.049;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=519/1794, ttl=64 (request in 6987);161;;192.168.1.109;-52 dBm;-52 dBm
7005;364.280.564.365;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=641/33026, ttl=64 (no response found!);161;192.168.1.105;;-77 dBm;-52 dBm
7006;364.320.809.117;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=641/33026, ttl=64 (reply in 7007);161;192.168.1.105;;-51 dBm;-50 dBm
7007;364.328.976.587;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=641/33026, ttl=64 (request in 7006);161;192.168.1.105;;-51 dBm;-48 dBm
7008;364.935.474.944;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=520/2050, ttl=64 (no response found!);161;;192.168.1.109;-55 dBm;-52 dBm
7009;364.935.505.784;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=520/2050, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-73 dBm
7010;364.935.526.234;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=520/2050, ttl=64 (reply in 7011);161;;192.168.1.109;-78 dBm;-53 dBm
7011;364.942.533.633;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=520/2050, ttl=64 (request in 7010);172;;192.168.1.109;-53 dBm;-49 dBm
7012;364.945.489.733;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=520/2050, ttl=64;161;;192.168.1.109;-54 dBm;-49 dBm
7024;365.282.122.299;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=642/33282, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-50 dBm
7025;365.344.708.067;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=642/33282, ttl=64 (reply in 7026);161;192.168.1.105;;-77 dBm;-51 dBm
7026;365.351.061.246;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=642/33282, ttl=64 (request in 7025);172;192.168.1.105;;-52 dBm;-50 dBm
7027;365.353.034.553;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=642/33282, ttl=64;161;192.168.1.105;;-56 dBm;-75 dBm
7035;365.916.832.243;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=521/2306, ttl=64 (reply in 7036);161;;192.168.1.109;-52 dBm;-75 dBm
7036;365.919.748.856;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=521/2306, ttl=64 (request in 7035);161;;192.168.1.109;-51 dBm;-73 dBm
7041;366.283.138.752;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=643/33538, ttl=64 (no response found!);161;192.168.1.105;;-55 dBm;-73 dBm
7042;366.367.403.711;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=643/33538, ttl=64 (reply in 7043);161;192.168.1.105;;-52 dBm;-76 dBm
7043;366.377.435.295;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=643/33538, ttl=64 (request in 7042);161;192.168.1.105;;-77 dBm;-50 dBm
7060;366.983.079.332;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=522/2562, ttl=64 (reply in 7061);161;;192.168.1.109;-52 dBm;-49 dBm
7061;366.991.059.491;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=522/2562, ttl=64 (request in 7060);161;;192.168.1.109;-55 dBm;-51 dBm
7062;367.284.082.978;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=644/33794, ttl=64 (no response found!);161;192.168.1.105;;-57 dBm;-52 dBm
7063;367.392.974.635;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=644/33794, ttl=64 (reply in 7064);161;192.168.1.105;;-54 dBm;-51 dBm
7064;367.404.167.751;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=644/33794, ttl=64 (request in 7063);161;192.168.1.105;;-57 dBm;-49 dBm
7065;367.904.555.133;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.109;-56 dBm;-49 dBm
7066;367.904.587.659;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.109;-55 dBm;-50 dBm
7067;367.904.603.616;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.109;-54 dBm;-51 dBm
7068;367.904.619.374;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.109;-57 dBm;-51 dBm
7069;367.904.634.901;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (no response found!);161;;192.168.1.109;-77 dBm;-49 dBm
7070;367.904.984.024;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=523/2818, ttl=64 (reply in 7071);161;;192.168.1.109;-51 dBm;-50 dBm
7071;367.915.034.963;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=523/2818, ttl=64 (request in 7070);161;;192.168.1.109;-56 dBm;-51 dBm
7072;367.915.067.022;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=523/2818, ttl=64;161;;192.168.1.109;-51 dBm;-50 dBm
7073;367.915.083.142;-50 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=523/2818, ttl=64;161;;192.168.1.109;-77 dBm;-51 dBm
7083;368.285.316.251;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=645/34050, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-54 dBm
7084;368.286.815.053;-50 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=645/34050, ttl=64 (reply in 7085);161;192.168.1.105;;-55 dBm;-50 dBm
7085;368.289.830.761;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=645/34050, ttl=64 (request in 7084);172;192.168.1.105;;-52 dBm;-50 dBm
7086;368.292.285.886;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=645/34050, ttl=64;161;192.168.1.105;;-77 dBm;-51 dBm
7087;368.928.774.083;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=524/3074, ttl=64 (reply in 7088);161;;192.168.1.109;-51 dBm;-49 dBm
7088;368.936.351.074;-78 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=524/3074, ttl=64 (request in 7087);172;;192.168.1.109;-57 dBm;-49 dBm
7089;368.937.969.272;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=524/3074, ttl=64;161;;192.168.1.109;-51 dBm;-50 dBm
7102;369.286.359.155;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=646/34306, ttl=64 (no response found!);161;192.168.1.105;;-77 dBm;-47 dBm
7103;369.338.963.501;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=646/34306, ttl=64 (reply in 7104);161;192.168.1.105;;-52 dBm;-48 dBm
7104;369.347.689.780;-52 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=646/34306, ttl=64 (request in 7103);161;192.168.1.105;;-55 dBm;-50 dBm
7108;369.954.167.239;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-75 dBm
7109;369.954.199.245;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.109;-52 dBm;-73 dBm
7110;369.954.215.424;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.109;-53 dBm;-51 dBm
7111;369.954.235.227;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=525/3330, ttl=64 (no response found!);161;;192.168.1.109;-55 dBm;-52 dBm
7112;369.954.250.889;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=525/3330, ttl=64 (reply in 7113);161;;192.168.1.109;-52 dBm;-51 dBm
7113;369.963.120.764;-51 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=525/3330, ttl=64 (request in 7112);161;;192.168.1.109;-51 dBm;-50 dBm
7118;370.287.753.648;-55 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=647/34562, ttl=64 (no response found!);161;192.168.1.105;;-56 dBm;-50 dBm
7119;370.316.578.741;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=647/34562, ttl=64 (reply in 7120);161;192.168.1.105;;-52 dBm;-49 dBm
7120;370.317.781.723;-79 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=647/34562, ttl=64 (request in 7119);172;192.168.1.105;;-78 dBm;-50 dBm
7121;370.320.220.691;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=647/34562, ttl=64;161;192.168.1.105;;-52 dBm;-49 dBm
7130;370.908.157.293;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=526/3586, ttl=64 (no response found!);161;;192.168.1.109;-56 dBm;-50 dBm
7131;370.908.188.918;-50 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=526/3586, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-51 dBm
7132;370.908.208.778;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=526/3586, ttl=64 (no response found!);161;;192.168.1.109;-51 dBm;-74 dBm
7133;370.908.224.886;-51 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=526/3586, ttl=64 (reply in 7134);161;;192.168.1.109;-51 dBm;-49 dBm
7134;370.915.181.226;-79 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=526/3586, ttl=64 (request in 7133);172;;192.168.1.109;-52 dBm;-50 dBm
7135;370.917.221.320;-52 dBm;192.168.1.101;192.168.1.109;Echo (ping) reply    id=0x05c2, seq=526/3586, ttl=64;161;;192.168.1.109;-55 dBm;-50 dBm
7144;371.289.303.310;-56 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=648/34818, ttl=64 (no response found!);161;192.168.1.105;;-52 dBm;-51 dBm
7145;371.386.848.862;-52 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=648/34818, ttl=64 (no response found!);161;192.168.1.105;;-78 dBm;-74 dBm
7146;371.386.903.929;-51 dBm;192.168.1.105;192.168.1.101;Echo (ping) request  id=0x057f, seq=648/34818, ttl=64 (reply in 7147);161;192.168.1.105;;-51 dBm;-52 dBm
7147;371.394.066.524;-78 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=648/34818, ttl=64 (request in 7146);172;192.168.1.105;;-55 dBm;-50 dBm
7148;371.396.074.174;-51 dBm;192.168.1.101;192.168.1.105;Echo (ping) reply    id=0x057f, seq=648/34818, ttl=64;161;192.168.1.105;;-56 dBm;-50 dBm
7150;372.000.617.030;-52 dBm;192.168.1.109;192.168.1.101;Echo (ping) request  id=0x05c2, seq=527/3842, ttl=64 (reply in 7151);161;;192.168.1.109;-51 dBm;-48 dBm
