No.;Time;signal strength;Source;Destination;Info;Length;;;S1;S2
9356;439.703.765.259;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=608/24578, ttl=64;161;192.168.1.102;;-53 dBm;
9358;439.961.473.063;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=552/10242, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9359;440.014.083.957;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=552/10242, ttl=64 (reply in 9360);161;;192.168.1.106;;-53 dBm
9360;440.022.305.024;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=552/10242, ttl=64 (request in 9359);172;;192.168.1.106;;-77 dBm
9361;440.023.515.857;-52 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=552/10242, ttl=64;161;;192.168.1.106;;-52 dBm
9365;440.391.773.383;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=609/24834, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9366;440.393.234.506;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=608/24578, ttl=64;161;192.168.1.102;;-53 dBm;
9369;440.424.578.518;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=609/24834, ttl=64 (reply in 9370);161;192.168.1.102;;-53 dBm;
9370;440.432.333.710;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=609/24834, ttl=64 (request in 9369);172;192.168.1.102;;-77 dBm;
9371;440.434.455.127;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=609/24834, ttl=64;161;192.168.1.102;;-53 dBm;
9376;440.963.758.870;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9377;440.966.237.827;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9378;440.966.269.284;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9379;440.966.286.950;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9380;440.966.302.810;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9381;440.966.318.400;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9382;440.966.926.610;-54 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-54 dBm
9383;440.967.657.077;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9384;440.968.656.242;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=553/10498, ttl=64 (reply in 9385);161;;192.168.1.106;;-53 dBm
9385;440.969.250.092;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=553/10498, ttl=64 (request in 9384);172;;192.168.1.106;;-77 dBm
9386;440.971.495.486;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=553/10498, ttl=64;161;;192.168.1.106;;-53 dBm
9389;441.393.181.372;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=610/25090, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9390;441.396.254.289;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=610/25090, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9391;441.396.286.764;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=610/25090, ttl=64 (no response found!);161;192.168.1.102;;-54 dBm;
9392;441.396.303.381;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=610/25090, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9393;441.396.318.888;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=610/25090, ttl=64 (reply in 9395);161;192.168.1.102;;-53 dBm;
9395;441.403.314.006;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=610/25090, ttl=64 (request in 9393);172;192.168.1.102;;-77 dBm;
9396;441.405.355.820;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=610/25090, ttl=64;161;192.168.1.102;;-54 dBm;
9402;441.965.611.066;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=554/10754, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9403;441.967.067.208;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=554/10754, ttl=64 (reply in 9404);161;;192.168.1.106;;-53 dBm
9404;441.974.257.283;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=554/10754, ttl=64 (request in 9403);172;;192.168.1.106;;-77 dBm
9405;441.976.605.722;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=554/10754, ttl=64;161;;192.168.1.106;;-53 dBm
9409;442.396.956.670;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=611/25346, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9414;442.466.971.349;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=611/25346, ttl=64 (reply in 9415);161;192.168.1.102;;-53 dBm;
9415;442.493.711.725;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=611/25346, ttl=64 (request in 9414);172;192.168.1.102;;-77 dBm;
9416;442.495.654.362;-50 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=611/25346, ttl=64;161;192.168.1.102;;-50 dBm;
9417;442.498.263.163;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=611/25346, ttl=64;161;192.168.1.102;;-54 dBm;
9419;442.967.501.009;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=555/11010, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9420;442.984.491.247;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=555/11010, ttl=64 (reply in 9421);161;;192.168.1.106;;-53 dBm
9421;442.995.418.927;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=555/11010, ttl=64 (request in 9420);172;;192.168.1.106;;-77 dBm
9422;442.997.502.281;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=555/11010, ttl=64;161;;192.168.1.106;;-53 dBm
9427;443.396.896.235;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=612/25602, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9429;443.508.451.640;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=612/25602, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9430;443.508.473.565;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=612/25602, ttl=64 (reply in 9431);161;192.168.1.102;;-52 dBm;
9431;443.518.681.174;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=612/25602, ttl=64 (request in 9430);172;192.168.1.102;;-77 dBm;
9432;443.520.074.956;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=612/25602, ttl=64;161;192.168.1.102;;-53 dBm;
9433;443.520.997.316;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=612/25602, ttl=64;161;192.168.1.102;;-53 dBm;
9444;443.970.263.158;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=556/11266, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9445;443.970.288.837;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=556/11266, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9446;444.004.553.054;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=556/11266, ttl=64 (reply in 9447);161;;192.168.1.106;;-53 dBm
9447;444.012.331.578;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=556/11266, ttl=64 (request in 9446);172;;192.168.1.106;;-78 dBm
9449;444.014.011.896;;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=556/11266, ttl=64;162;;192.168.1.106;;0
9451;444.398.537.774;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=613/25858, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9452;444.415.123.243;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=613/25858, ttl=64 (reply in 9453);161;192.168.1.102;;-53 dBm;
9453;444.423.491.567;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=613/25858, ttl=64 (request in 9452);172;192.168.1.102;;-77 dBm;
9454;444.425.801.999;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=613/25858, ttl=64;161;192.168.1.102;;-53 dBm;
9466;444.969.712.138;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=557/11522, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9467;445.024.706.179;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=557/11522, ttl=64 (reply in 9470);161;;192.168.1.106;;-53 dBm
9470;445.031.369.913;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=557/11522, ttl=64 (request in 9467);172;;192.168.1.106;;-77 dBm
9471;445.033.751.388;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=557/11522, ttl=64;161;;192.168.1.106;;-53 dBm
9472;445.033.776.629;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=557/11522, ttl=64;161;;192.168.1.106;;-53 dBm
9473;445.406.225.405;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=614/26114, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9474;445.408.246.395;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=614/26114, ttl=64 (reply in 9475);161;192.168.1.102;;-53 dBm;
9475;445.415.472.479;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=614/26114, ttl=64 (request in 9474);172;192.168.1.102;;-77 dBm;
9476;445.417.517.004;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=614/26114, ttl=64;161;192.168.1.102;;-53 dBm;
9485;445.971.819.864;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=558/11778, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9488;446.036.254.499;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=558/11778, ttl=64 (reply in 9489);161;;192.168.1.106;;-53 dBm
9489;446.037.053.586;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=558/11778, ttl=64 (request in 9488);172;;192.168.1.106;;-77 dBm
9490;446.039.026.301;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=558/11778, ttl=64;161;;192.168.1.106;;-53 dBm
9492;446.402.025.051;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=615/26370, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9494;446.464.487.943;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=615/26370, ttl=64 (reply in 9495);161;192.168.1.102;;-53 dBm;
9495;446.469.532.644;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=615/26370, ttl=64 (request in 9494);172;192.168.1.102;;-77 dBm;
9496;446.471.455.562;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=615/26370, ttl=64;161;192.168.1.102;;-53 dBm;
9502;446.973.203.845;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=559/12034, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9505;447.074.350.943;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=559/12034, ttl=64 (reply in 9506);161;;192.168.1.106;;-53 dBm
9506;447.080.914.459;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=559/12034, ttl=64 (request in 9505);172;;192.168.1.106;;-77 dBm
9507;447.083.027.739;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=559/12034, ttl=64;161;;192.168.1.106;;-53 dBm
9508;447.426.417.585;-69 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=616/26626, ttl=64 (no response found!);172;192.168.1.102;;-69 dBm;
9510;447.481.445.703;-54 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=616/26626, ttl=64 (reply in 9511);161;192.168.1.102;;-54 dBm;
9511;447.482.716.519;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=616/26626, ttl=64 (request in 9510);172;192.168.1.102;;-77 dBm;
9512;447.484.789.130;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=616/26626, ttl=64;161;192.168.1.102;;-53 dBm;
9524;447.974.900.656;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=560/12290, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9525;447.976.398.420;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=560/12290, ttl=64 (reply in 9526);161;;192.168.1.106;;-53 dBm
9526;447.979.868.293;-78 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=560/12290, ttl=64 (request in 9525);172;;192.168.1.106;;-78 dBm
9527;447.980.981.051;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=560/12290, ttl=64;172;;192.168.1.106;;-77 dBm
9528;447.985.673.678;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=560/12290, ttl=64;161;;192.168.1.106;;-53 dBm
9533;448.401.771.162;-69 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=617/26882, ttl=64 (no response found!);172;192.168.1.102;;-69 dBm;
9534;448.403.333.090;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=617/26882, ttl=64 (reply in 9535);161;192.168.1.102;;-53 dBm;
9535;448.409.764.082;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=617/26882, ttl=64 (request in 9534);172;192.168.1.102;;-77 dBm;
9536;448.412.563.949;-52 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=617/26882, ttl=64;161;192.168.1.102;;-52 dBm;
9543;448.978.343.732;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9544;448.978.400.598;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9545;448.978.416.587;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9546;448.979.181.674;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9547;448.980.781.049;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9548;448.980.811.963;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9549;448.980.829.643;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9550;448.980.844.768;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=561/12546, ttl=64 (reply in 9551);161;;192.168.1.106;;-53 dBm
9551;448.989.810.883;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=561/12546, ttl=64 (request in 9550);172;;192.168.1.106;;-77 dBm
9552;448.991.836.883;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=561/12546, ttl=64;161;;192.168.1.106;;-53 dBm
9555;449.407.441.713;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=618/27138, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
9556;449.436.676.838;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=618/27138, ttl=64 (reply in 9557);161;192.168.1.102;;-53 dBm;
9557;449.446.571.162;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=618/27138, ttl=64 (request in 9556);172;192.168.1.102;;-77 dBm;
9558;449.448.640.787;-54 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=618/27138, ttl=64;161;192.168.1.102;;-54 dBm;
9570;449.979.229.813;-61 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=562/12802, ttl=64 (no response found!);161;;192.168.1.106;;-61 dBm
9571;449.979.261.210;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=562/12802, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9574;450.044.316.160;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=562/12802, ttl=64 (reply in 9575);161;;192.168.1.106;;-53 dBm
9575;450.059.047.061;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=562/12802, ttl=64 (request in 9574);172;;192.168.1.106;;-77 dBm
9576;450.061.327.226;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=562/12802, ttl=64;161;;192.168.1.106;;-53 dBm
9577;450.408.018.300;-62 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=619/27394, ttl=64 (no response found!);172;192.168.1.102;;-62 dBm;
9578;450.410.650.737;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=619/27394, ttl=64 (no response found!);161;192.168.1.102;;-52 dBm;
9579;450.410.680.976;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=619/27394, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9580;450.410.698.452;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=619/27394, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9581;450.410.713.634;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=619/27394, ttl=64 (reply in 9582);161;192.168.1.102;;-53 dBm;
9582;450.422.613.561;-76 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=619/27394, ttl=64 (request in 9581);172;192.168.1.102;;-76 dBm;
9583;450.425.131.311;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=619/27394, ttl=64;161;192.168.1.102;;-53 dBm;
9589;450.980.270.705;-63 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=563/13058, ttl=64 (no response found!);161;;192.168.1.106;;-63 dBm
9592;451.175.109.421;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=563/13058, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9593;451.175.140.397;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=563/13058, ttl=64 (reply in 9594);161;;192.168.1.106;;-53 dBm
9594;451.311.439.210;-77 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=563/13058, ttl=64 (request in 9593);172;;192.168.1.106;;-77 dBm
9595;451.313.238.449;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=563/13058, ttl=64;161;;192.168.1.106;;-53 dBm
9596;451.409.020.390;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=620/27650, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9598;451.474.916.693;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=620/27650, ttl=64 (reply in 9599);161;192.168.1.102;;-52 dBm;
9599;451.480.679.278;-77 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=620/27650, ttl=64 (request in 9598);172;192.168.1.102;;-77 dBm;
9600;451.482.691.402;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=620/27650, ttl=64;161;192.168.1.102;;-53 dBm;
9611;451.980.976.761;-64 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=564/13314, ttl=64 (no response found!);161;;192.168.1.106;;-64 dBm
9612;451.993.650.853;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=564/13314, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9613;451.995.157.480;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=564/13314, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9614;451.995.188.351;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=564/13314, ttl=64 (reply in 9615);161;;192.168.1.106;;-53 dBm
9615;452.003.008.647;-53 dBm;192.168.1.101;192.168.1.106;Echo (ping) reply    id=0x0f91, seq=564/13314, ttl=64 (request in 9614);161;;192.168.1.106;;-53 dBm
9617;452.410.866.488;-63 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=621/27906, ttl=64 (no response found!);172;192.168.1.102;;-63 dBm;
9618;452.412.696.806;-53 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=621/27906, ttl=64 (no response found!);161;192.168.1.102;;-53 dBm;
9619;452.412.729.265;-52 dBm;192.168.1.102;192.168.1.101;Echo (ping) request  id=0x0b35, seq=621/27906, ttl=64 (reply in 9620);161;192.168.1.102;;-52 dBm;
9620;452.420.116.785;-53 dBm;192.168.1.101;192.168.1.102;Echo (ping) reply    id=0x0b35, seq=621/27906, ttl=64 (request in 9619);161;192.168.1.102;;-53 dBm;
9632;452.982.304.400;-62 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=565/13570, ttl=64 (no response found!);161;;192.168.1.106;;-62 dBm
9633;453.014.366.692;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=565/13570, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
9634;453.014.387.230;-53 dBm;192.168.1.106;192.168.1.101;Echo (ping) request  id=0x0f91, seq=565/13570, ttl=64 (no response found!);161;;192.168.1.106;;-53 dBm
